Age,Height,Weight,BMI,Gender
56,165.9,66.5,24.16,0
52,150.1,59.0,26.19,1
92,148.5,55.6,25.21,0
43,173.3,59.1,19.68,1
26,169.9,65.3,22.62,1
10,130.0,26.3,15.56,1
24,160.8,51.8,20.03,1
15,146.0,42.6,19.98,1
21,168.7,56.2,19.75,0
82,159.6,58.0,22.77,0
61,145.2,71.0,33.68,1
100,149.4,43.6,19.53,0
34,167.6,76.4,27.2,0
70,161.2,56.7,21.82,0
93,148.5,45.6,20.68,1
40,159.5,79.1,31.09,1
61,153.5,60.6,25.72,0
17,159.0,55.1,21.8,1
9,125.1,25.4,16.23,0
100,141.8,54.2,26.96,1
28,177.9,74.0,23.38,0
86,136.7,59.4,31.79,1
75,144.8,69.0,32.91,1
30,173.1,70.0,23.36,0
10,129.5,27.4,16.34,1
7,108.4,12.4,10.55,1
60,145.5,68.7,32.45,1
99,147.2,46.9,21.64,1
12,130.0,26.4,15.62,1
10,119.7,24.3,16.96,0
47,165.2,76.4,27.99,0
6,107.8,14.3,12.31,0
6,106.3,21.0,18.58,0
5,96.5,15.2,16.32,0
84,152.6,65.6,28.17,1
2,77.9,4.0,6.59,1
50,151.3,64.7,28.26,1
34,163.2,62.3,23.39,0
42,158.8,84.6,33.55,0
63,148.2,68.1,31.01,0
8,129.6,26.2,15.6,0
58,159.3,84.0,33.1,0
1,80.7,9.0,13.82,0
1,77.5,10.7,17.81,0
3,83.1,7.0,10.14,1
65,168.0,78.0,27.64,0
28,176.1,67.2,21.67,0
67,169.5,60.3,20.99,0
1,66.3,4.0,9.1,1
28,172.7,61.9,20.75,0
53,155.5,66.1,27.34,1
27,162.7,58.2,21.99,1
18,151.4,55.6,24.26,1
63,146.7,68.4,31.78,1
13,149.9,42.7,19.0,1
17,164.3,66.3,24.56,0
7,106.1,13.3,11.81,1
2,73.6,4.0,7.38,1
47,171.4,63.7,21.68,0
99,134.0,40.8,22.72,1
4,107.4,13.4,11.62,1
45,182.3,88.8,26.72,0
64,167.3,66.9,23.9,0
1,76.5,4.0,6.83,1
55,166.9,70.2,25.2,1
56,168.5,66.8,23.53,0
44,171.8,67.3,22.8,1
48,156.5,86.4,35.28,0
76,148.2,47.7,21.72,1
38,168.3,72.5,25.6,0
68,139.3,71.5,36.85,1
91,150.3,60.4,26.74,1
32,169.2,63.9,22.32,0
85,151.9,63.8,27.65,1
81,144.4,55.1,26.43,1
19,161.2,46.2,17.78,1
62,155.2,82.6,34.29,0
51,157.4,77.4,31.24,0
2,86.1,14.6,19.69,0
14,153.9,38.8,16.38,1
20,157.2,49.7,20.11,1
17,163.3,59.6,22.35,0
64,145.2,56.0,26.56,1
62,162.9,65.5,24.68,0
85,138.7,54.0,28.07,1
18,158.4,60.8,24.23,0
4,107.8,20.9,17.98,0
97,137.7,57.8,30.48,0
20,168.5,58.8,20.71,0
26,161.2,57.8,22.24,1
4,111.3,18.5,14.93,0
57,174.9,84.3,27.56,0
26,163.8,70.6,26.31,0
84,152.8,60.1,25.74,1
36,175.1,58.0,18.92,1
25,164.9,57.6,21.18,0
55,156.4,72.4,29.6,0
7,121.8,20.0,13.48,0
90,148.5,69.1,31.33,0
2,90.2,15.7,19.3,0
22,171.2,66.4,22.65,0
85,138.6,56.7,29.52,0
14,152.6,34.3,14.73,1
34,161.6,77.8,29.79,0
64,166.2,80.8,29.25,0
86,141.3,59.0,29.55,1
53,160.1,70.2,27.39,1
81,156.7,63.1,25.7,0
24,159.3,51.6,20.33,1
44,176.0,80.4,25.96,0
6,105.8,12.6,11.26,1
38,168.4,57.0,20.1,1
69,147.5,72.4,33.28,0
60,147.7,59.5,27.27,1
63,151.1,69.5,30.44,0
68,146.2,61.1,28.59,1
90,156.7,68.9,28.06,0
10,130.7,27.0,15.81,1
21,155.4,59.2,24.51,1
41,171.9,89.1,30.15,0
30,164.8,68.0,25.04,0
65,158.2,58.0,23.17,0
80,155.1,49.8,20.7,0
7,125.5,21.9,13.9,0
76,149.9,47.9,21.32,1
36,170.6,77.9,26.77,0
12,136.8,36.4,19.45,0
99,146.1,41.6,19.49,1
95,139.8,47.2,24.15,1
37,180.4,76.3,23.45,0
48,166.1,64.2,23.27,1
72,145.3,67.1,31.78,0
54,175.6,81.4,26.4,0
7,118.8,17.6,12.47,1
70,143.7,55.4,26.83,0
13,156.4,44.4,18.15,1
2,72.8,11.8,22.26,0
84,144.0,70.7,34.1,0
26,163.4,54.7,20.49,1
71,138.4,70.9,37.01,1
35,173.0,67.2,22.45,0
76,136.3,62.7,33.75,1
14,147.2,37.9,17.49,1
51,177.4,68.0,21.61,0
83,134.9,53.2,29.23,1
18,162.1,52.0,19.79,0
35,168.4,78.9,27.82,1
60,150.9,65.1,28.59,1
90,139.8,44.4,22.72,0
100,152.4,66.6,28.68,0
47,154.6,91.9,38.45,0
90,131.5,47.4,27.41,1
80,140.1,59.2,30.16,1
11,133.9,33.3,18.57,0
31,175.7,74.6,24.17,0
35,172.2,57.9,19.53,1
23,158.3,54.0,21.55,1
77,154.6,57.8,24.18,1
3,84.8,7.8,10.85,1
65,169.9,56.3,19.5,0
63,153.5,56.2,23.85,1
2,88.8,13.3,16.87,0
60,160.8,63.6,24.6,0
6,102.9,13.7,12.94,1
2,78.2,9.5,15.53,0
72,142.5,69.2,34.08,1
12,131.3,33.2,19.26,0
99,153.4,67.7,28.77,0
55,175.1,87.1,28.41,0
70,160.8,73.8,28.54,0
18,159.2,53.0,20.91,1
86,138.5,60.8,31.7,0
10,129.8,24.4,14.48,1
76,149.4,48.4,21.68,1
22,169.8,70.8,24.56,0
80,144.6,59.1,28.27,1
49,168.9,74.1,25.98,0
69,167.9,79.3,28.13,0
79,158.4,73.0,29.09,0
98,151.8,52.4,22.74,0
80,141.2,55.1,27.64,1
4,81.1,6.8,10.34,1
18,157.1,56.0,22.69,1
34,171.1,66.5,22.72,0
33,162.5,71.6,27.11,1
52,154.2,60.7,25.53,1
40,168.0,71.0,25.16,1
10,127.1,28.8,17.83,1
2,86.2,6.3,8.48,1
21,170.5,57.9,19.92,0
40,175.8,67.4,21.81,1
92,131.8,58.4,33.62,1
10,131.8,28.7,16.52,1
33,156.9,61.3,24.9,1
36,176.3,75.2,24.19,1
77,150.0,61.7,27.42,0
6,96.4,12.4,13.34,1
53,170.0,70.0,24.22,1
15,153.9,51.1,21.57,0
46,170.8,67.2,23.04,0
20,169.8,54.7,18.97,0
59,158.0,85.1,34.09,0
16,146.7,50.6,23.51,0
61,162.8,72.6,27.39,1
86,140.0,55.9,28.52,1
48,174.3,81.5,26.83,0
2,85.9,10.8,14.64,0
99,145.1,43.3,20.57,0
40,160.6,75.5,29.27,0
71,162.2,72.7,27.63,0
31,169.6,70.3,24.44,1
60,173.9,66.3,21.92,0
28,171.6,58.3,19.8,0
78,144.8,57.8,27.57,1
2,73.4,4.0,7.42,1
80,151.3,65.8,28.74,0
29,173.8,68.0,22.51,0
67,159.4,60.8,23.93,0
87,145.2,54.4,25.8,1
26,161.5,62.2,23.85,1
91,139.8,67.6,34.59,0
1,79.3,8.8,13.99,0
18,155.9,52.1,21.44,1
4,95.5,14.7,16.12,0
1,74.6,10.1,18.15,0
85,159.1,56.3,22.24,0
92,151.2,54.1,23.66,0
6,115.2,16.3,12.28,0
18,154.9,50.7,21.13,1
89,155.2,60.4,25.08,0
18,165.9,51.4,18.68,0
30,177.1,76.3,24.33,0
22,163.5,58.4,21.85,1
22,164.8,59.5,21.91,0
55,159.6,76.5,30.03,1
65,159.3,54.2,21.36,1
33,176.5,75.1,24.11,0
34,167.5,73.7,26.27,1
99,147.0,49.1,22.72,1
1,71.6,11.4,22.24,0
68,149.9,60.2,26.79,1
22,158.0,65.1,26.08,1
12,140.7,31.2,15.76,0
24,162.5,54.7,20.71,1
25,157.6,59.9,24.12,1
13,155.9,40.5,16.66,0
49,155.1,89.1,37.04,0
50,160.2,83.1,32.38,1
13,163.0,40.6,15.28,0
35,171.9,68.8,23.28,1
70,152.9,68.8,29.43,0
58,165.9,66.6,24.2,1
72,148.1,64.3,29.32,0
67,152.4,65.1,28.03,0
37,154.4,57.3,24.04,1
18,165.7,51.9,18.9,0
2,74.7,8.5,15.23,0
33,173.9,75.9,25.1,0
100,140.6,47.3,23.93,1
6,107.2,11.4,9.92,1
74,166.5,59.4,21.43,0
24,167.1,55.0,19.7,0
27,172.2,70.9,23.91,0
47,153.2,62.9,26.8,1
6,97.3,10.9,11.51,1
79,153.2,51.7,22.03,0
64,154.1,61.0,25.69,1
9,114.3,16.1,12.32,1
28,169.4,68.2,23.77,0
2,67.8,4.0,8.7,1
43,166.0,63.1,22.9,0
51,167.8,75.8,26.92,1
85,139.3,65.9,33.96,0
20,168.2,66.0,23.33,0
30,166.0,66.7,24.21,0
75,139.5,55.9,28.73,1
2,76.1,4.0,6.91,1
26,168.1,66.0,23.36,0
70,158.6,60.0,23.85,0
69,159.6,80.9,31.76,0
45,160.0,58.4,22.81,1
76,137.5,57.0,30.15,1
97,143.9,36.4,17.58,1
50,168.8,81.0,28.43,1
1,69.0,4.0,8.4,1
4,81.7,7.8,11.69,1
53,149.5,59.6,26.67,1
7,126.2,21.9,13.75,0
18,163.7,59.4,22.17,1
33,159.2,61.9,24.42,1
8,115.8,16.3,12.16,1
70,150.0,72.4,32.18,0
3,94.1,10.5,11.86,0
10,117.2,16.7,12.16,1
50,162.8,91.8,34.64,0
3,83.6,13.9,19.89,0
81,156.2,49.6,20.33,0
53,164.6,91.7,33.85,0
49,169.8,71.3,24.73,1
2,77.4,4.0,6.68,1
92,147.7,43.1,19.76,0
4,82.3,12.5,18.45,0
45,174.7,71.2,23.33,0
27,162.1,53.1,20.21,1
66,147.6,72.7,33.37,0
4,101.1,19.0,18.59,0
36,169.6,81.9,28.47,0
41,159.4,64.4,25.35,1
12,141.8,32.7,16.26,0
6,106.3,12.9,11.42,1
52,170.9,66.6,22.8,0
10,137.5,32.8,17.35,0
100,145.9,57.8,27.15,0
77,154.9,67.9,28.3,1
95,148.7,46.2,20.89,0
87,152.8,62.1,26.6,1
2,75.8,4.0,6.96,1
1,76.8,11.7,19.84,0
76,143.2,56.2,27.41,0
77,145.0,62.1,29.54,0
26,172.2,72.6,24.48,0
48,174.0,92.0,30.39,0
43,169.3,76.7,26.76,0
43,168.0,70.6,25.01,1
38,157.4,62.5,25.23,1
86,149.9,47.0,20.92,1
15,146.3,39.3,18.36,0
16,158.3,51.6,20.59,0
21,158.9,55.5,21.98,0
8,129.2,20.3,12.16,0
71,141.2,57.7,28.94,1
26,159.7,62.3,24.43,1
77,151.3,65.7,28.7,1
4,97.6,13.6,14.28,1
2,92.3,11.6,13.62,0
10,118.3,18.3,13.08,1
43,160.8,75.0,29.01,1
2,86.7,6.1,8.12,1
61,162.4,60.9,23.09,0
63,147.0,74.4,34.43,1
1,77.0,11.7,19.73,0
16,146.9,42.9,19.88,1
35,178.0,74.4,23.48,0
70,146.1,69.4,32.51,0
30,164.0,71.8,26.7,0
61,164.6,76.6,28.27,1
53,150.2,82.2,36.44,1
2,82.5,10.8,15.87,0
1,71.8,10.1,19.59,0
98,136.4,50.5,27.14,1
29,168.4,59.1,20.84,1
1,69.2,4.0,8.35,1
8,118.3,25.4,18.15,0
31,157.7,55.6,22.36,1
15,142.0,34.7,17.21,1
67,157.0,61.9,25.11,0
70,143.7,60.5,29.3,1
12,141.2,30.8,15.45,0
3,82.9,15.1,21.97,0
73,151.9,62.0,26.87,0
60,162.2,65.0,24.71,0
10,130.2,24.6,14.51,1
61,159.7,70.8,27.76,0
60,155.1,70.4,29.27,1
4,95.2,13.3,14.67,0
17,159.1,49.8,19.67,1
97,144.8,46.4,22.13,1
67,143.4,65.0,31.61,1
87,137.6,48.6,25.67,1
37,171.0,62.5,21.37,1
44,158.8,67.4,26.73,0
69,143.1,78.7,38.43,0
49,175.5,74.3,24.12,0
84,142.9,74.6,36.53,0
60,151.6,58.9,25.63,0
87,147.7,54.4,24.94,1
14,148.6,50.4,22.82,0
26,170.4,77.0,26.52,0
11,126.8,28.7,17.85,1
68,143.6,69.7,33.8,0
64,155.7,59.6,24.58,1
90,135.7,46.6,25.31,0
16,161.3,41.7,16.03,0
83,134.9,60.1,33.03,1
1,70.8,10.5,20.95,0
85,143.8,48.5,23.45,0
9,119.8,18.1,12.61,1
65,148.1,68.7,31.32,1
41,181.7,88.0,26.65,0
51,170.4,72.5,24.97,0
3,82.6,6.7,9.82,1
1,69.3,4.0,8.33,1
16,162.6,53.9,20.39,0
61,155.0,66.7,27.76,0
7,101.7,19.5,18.85,0
16,161.6,65.9,25.23,0
50,167.4,70.6,25.19,1
25,159.1,60.2,23.78,1
55,166.3,75.1,27.16,1
74,146.2,54.4,25.45,1
18,155.8,57.3,23.61,1
2,71.4,4.0,7.85,1
13,145.0,34.5,16.41,0
76,156.5,53.1,21.68,1
55,146.8,68.9,31.97,1
91,139.4,45.7,23.52,1
71,164.5,58.5,21.62,0
37,162.7,70.3,26.56,0
2,68.5,4.0,8.52,1
85,151.3,51.4,22.45,1
58,151.3,66.0,28.83,1
22,158.8,54.8,21.73,1
1,84.5,10.8,15.13,0
20,162.0,61.0,23.24,1
45,159.8,70.8,27.73,0
90,145.4,48.8,23.08,1
20,156.5,51.7,21.11,1
96,139.4,52.1,26.81,1
10,138.7,26.0,13.52,1
64,151.8,57.7,25.04,1
16,153.6,54.5,23.1,1
54,162.9,72.3,27.25,1
67,144.5,80.7,38.65,0
76,141.8,68.9,34.27,1
59,152.3,76.1,32.81,1
12,134.5,25.0,13.82,1
78,143.4,61.1,29.71,1
4,104.1,20.8,19.19,0
5,100.3,16.2,16.1,0
80,149.1,62.8,28.25,1
22,154.5,57.1,23.92,1
1,75.0,9.9,17.6,0
63,160.7,70.9,27.45,0
50,172.8,82.0,27.46,1
4,105.7,15.6,13.96,0
95,135.0,41.5,22.77,1
72,140.4,70.6,35.82,1
22,162.3,63.1,23.95,0
96,146.0,61.6,28.9,0
38,174.6,75.5,24.77,1
37,161.8,81.1,30.98,0
1,68.0,4.0,8.65,1
16,158.1,48.1,19.24,1
16,158.0,45.5,18.23,1
16,151.5,57.0,24.83,1
57,152.1,83.2,35.96,0
7,123.3,25.3,16.64,0
2,87.6,6.4,8.34,1
41,151.9,75.5,32.72,1
44,154.5,61.8,25.89,1
50,154.9,83.1,34.63,1
22,156.4,49.5,20.24,1
38,161.1,68.0,26.2,0
39,174.6,65.4,21.45,1
4,103.4,18.9,17.68,0
1,74.8,4.0,7.15,1
7,104.0,21.4,19.79,0
22,160.8,57.9,22.39,1
4,96.3,14.8,15.96,0
2,80.7,6.9,10.6,1
65,162.7,63.0,23.8,1
54,154.9,65.7,27.38,1
68,146.3,52.7,24.62,1
16,152.8,50.5,21.63,1
23,165.5,62.6,22.85,0
46,162.2,77.8,29.57,0
15,153.9,49.9,21.07,0
2,74.6,4.0,7.19,1
9,120.5,25.1,17.29,0
74,147.9,50.4,23.04,1
54,173.9,72.7,24.04,0
75,167.3,59.1,21.12,0
26,167.7,63.8,22.69,1
61,142.0,69.5,34.47,1
30,178.7,75.8,23.74,0
97,146.9,39.8,18.44,1
19,169.4,50.7,17.67,0
31,163.8,64.9,24.19,1
68,159.6,66.2,25.99,1
90,131.9,53.4,30.69,1
24,158.0,60.0,24.03,1
50,159.4,91.3,35.93,0
55,156.4,68.9,28.17,1
8,119.3,17.0,11.94,1
1,71.1,9.0,17.8,0
76,159.0,55.4,21.91,0
14,163.6,51.9,19.39,0
95,138.5,67.9,35.4,0
32,171.4,70.6,24.03,0
27,175.5,62.9,20.42,0
67,158.4,77.1,30.73,0
51,151.9,65.6,28.43,0
91,135.9,51.4,27.83,1
62,168.0,66.6,23.6,0
96,135.0,39.9,21.89,1
58,148.5,77.9,35.33,0
54,169.9,80.1,27.75,1
89,144.8,71.8,34.24,0
41,165.9,83.0,30.16,0
81,150.1,74.8,33.2,0
85,137.2,42.4,22.52,1
70,142.5,58.1,28.61,0
85,151.0,54.9,24.08,1
75,147.5,62.4,28.68,1
51,174.5,72.0,23.65,0
4,94.2,11.5,12.96,1
74,159.6,63.2,24.81,1
80,140.0,53.4,27.24,1
4,79.4,6.5,10.31,1
59,154.0,78.9,33.27,0
50,159.0,74.7,29.55,0
30,159.2,64.2,25.33,1
100,130.9,46.5,27.14,1
92,135.6,58.3,31.71,1
6,106.3,11.8,10.44,1
81,148.7,53.7,24.29,1
78,146.3,67.7,31.63,0
48,179.3,72.9,22.68,0
2,83.8,13.0,18.51,0
30,169.2,74.1,25.88,0
73,155.3,58.6,24.3,0
72,140.4,55.4,28.1,1
13,152.8,39.1,16.75,0
97,132.3,41.3,23.6,1
38,158.0,72.2,28.92,1
70,145.8,69.1,32.51,1
75,159.0,73.3,28.99,0
75,152.2,59.6,25.73,0
49,163.4,63.9,23.93,1
4,83.2,14.2,20.51,0
73,151.2,58.8,25.72,0
39,172.8,86.5,28.97,0
13,131.4,25.6,14.83,1
48,164.7,94.0,34.65,0
55,166.5,66.0,23.81,1
47,159.8,62.0,24.28,1
12,133.6,34.1,19.1,0
25,170.1,70.3,24.3,0
61,148.9,78.6,35.45,0
18,157.9,48.3,19.37,1
3,88.8,6.9,8.75,1
22,160.4,56.2,21.84,1
76,139.2,61.3,31.64,1
74,145.9,69.8,32.79,1
40,177.3,74.5,23.7,0
79,152.1,59.6,25.76,0
30,162.2,73.6,27.98,0
76,140.1,62.0,31.59,0
5,106.2,21.6,19.15,0
45,157.3,76.7,31.0,0
37,164.1,79.7,29.6,0
87,145.8,46.7,21.97,1
1,77.3,8.8,14.73,0
26,161.9,66.8,25.48,0
29,164.4,67.1,24.83,0
44,175.9,64.7,20.91,1
2,76.9,4.0,6.76,1
16,152.1,45.7,19.75,1
21,161.3,64.8,24.91,0
41,164.0,77.8,28.93,1
60,155.8,70.2,28.92,1
2,70.8,4.0,7.98,1
35,172.2,64.8,21.85,0
2,78.8,9.1,14.66,0
38,168.9,76.1,26.68,1
3,83.2,14.3,20.66,0
94,150.0,47.3,21.02,1
43,174.2,75.1,24.75,0
17,162.1,53.2,20.25,0
49,150.5,63.8,28.17,1
55,152.6,60.3,25.89,1
75,151.0,53.1,23.29,1
18,159.7,48.1,18.86,0
54,160.3,72.8,28.33,1
7,124.8,26.8,17.21,0
74,158.1,71.7,28.69,1
48,153.1,64.5,27.52,1
81,156.3,51.1,20.92,0
98,138.9,53.1,27.52,0
62,162.7,62.5,23.61,0
30,164.2,74.2,27.52,0
10,117.7,17.0,12.27,1
18,163.0,57.9,21.79,0
51,162.1,83.6,31.82,0
28,175.8,60.0,19.41,0
95,134.0,65.2,36.31,0
35,179.3,61.1,19.01,0
47,158.0,72.3,28.96,0
5,92.8,13.4,15.56,1
19,162.6,53.7,20.31,1
90,148.7,41.5,18.77,1
84,149.9,52.4,23.32,0
85,144.8,59.7,28.47,0
83,138.4,62.2,32.47,0
72,147.6,58.5,26.85,0
47,153.2,87.7,37.37,0
20,163.3,57.3,21.49,1
79,136.6,69.6,37.3,1
4,78.5,7.2,11.68,1
81,140.8,52.2,26.33,1
61,166.2,79.2,28.67,0
38,161.1,61.1,23.54,0
2,84.5,10.9,15.27,0
4,102.8,14.8,14.0,0
96,144.8,55.7,26.57,1
75,155.3,73.0,30.27,0
25,160.4,54.8,21.3,1
17,157.5,52.9,21.33,1
86,149.6,54.0,24.13,1
48,162.2,64.3,24.44,1
4,89.0,12.7,16.03,0
69,165.1,65.4,23.99,0
46,158.6,71.3,28.35,0
95,136.1,52.5,28.34,0
23,161.2,63.2,24.32,1
42,164.5,74.8,27.64,0
46,166.3,61.3,22.17,1
28,172.4,74.7,25.13,0
39,163.5,75.2,28.13,0
38,161.5,86.8,33.28,0
79,148.2,60.5,27.55,0
95,156.9,58.6,23.8,0
29,174.8,73.6,24.09,0
43,173.0,79.1,26.43,1
80,144.5,59.2,28.35,1
15,151.2,37.7,16.49,1
37,169.3,65.5,22.85,1
8,127.5,20.4,12.55,0
82,146.9,61.3,28.41,1
85,138.7,68.1,35.4,0
22,163.5,57.3,21.43,1
47,155.6,79.6,32.88,0
13,128.3,27.9,16.95,1
36,154.6,66.1,27.66,1
57,147.9,57.3,26.19,1
1,71.2,4.0,7.89,1
13,138.8,35.0,18.17,0
61,149.9,76.9,34.22,1
17,165.0,61.8,22.7,0
57,148.2,60.2,27.41,1
49,160.1,63.1,24.62,0
62,170.7,73.6,25.26,0
26,170.0,71.2,24.64,0
59,172.9,64.2,21.48,0
18,162.8,49.7,18.75,0
15,148.3,51.3,23.33,0
13,158.6,49.9,19.84,0
70,153.9,65.7,27.74,1
83,140.5,52.7,26.7,1
50,170.1,72.7,25.13,0
37,157.7,57.0,22.92,1
43,163.9,79.0,29.41,0
26,159.6,57.2,22.46,1
18,163.4,65.5,24.53,0
28,161.6,69.9,26.77,1
4,91.3,15.7,18.83,0
29,167.7,58.7,20.87,1
28,161.9,56.5,21.56,1
76,163.9,55.0,20.47,0
58,155.0,80.8,33.63,0
86,138.5,51.7,26.95,0
14,147.5,55.0,25.28,0
42,153.4,76.8,32.64,1
16,155.3,35.4,14.68,1
22,163.6,61.8,23.09,1
31,158.7,64.4,25.57,1
67,157.1,57.7,23.38,1
65,144.2,55.2,26.55,1
91,149.7,51.0,22.76,0
81,154.0,54.2,22.85,0
1,71.3,10.7,21.05,0
64,154.2,67.0,28.18,0
78,157.0,48.5,19.68,1
46,163.9,75.4,28.07,1
62,154.6,74.8,31.3,1
35,170.8,63.6,21.8,1
14,161.8,50.9,19.44,0
52,147.0,58.3,26.98,1
57,161.3,62.9,24.18,0
60,151.7,76.8,33.37,1
25,164.0,66.7,24.8,0
86,139.9,50.5,25.8,1
17,158.4,61.6,24.55,0
87,148.0,58.6,26.75,0
60,148.4,59.9,27.2,1
7,126.7,21.1,13.14,0
60,145.6,65.7,30.99,1
95,143.9,52.0,25.11,1
90,152.5,71.2,30.62,0
17,158.9,48.2,19.09,1
72,151.3,68.2,29.79,1
41,168.4,59.5,20.98,1
63,155.0,75.7,31.51,1
99,135.7,47.8,25.96,0
4,92.9,11.2,12.98,0
28,177.6,73.8,23.4,0
18,164.8,50.1,18.45,0
19,160.5,59.7,23.18,1
48,173.1,78.6,26.23,0
97,147.4,40.6,18.69,1
38,172.4,62.6,21.06,1
10,128.7,26.5,16.0,0
15,142.6,41.0,20.16,1
66,151.3,68.8,30.05,1
7,117.0,17.2,12.56,1
53,171.4,85.3,29.04,0
96,139.0,55.8,28.88,1
71,153.3,71.7,30.51,0
26,161.4,60.4,23.19,1
41,158.1,66.1,26.44,1
31,174.3,64.8,21.33,0
77,143.2,74.5,36.33,0
3,90.3,10.8,13.24,0
65,161.3,56.0,21.52,1
18,162.1,59.0,22.45,0
3,86.8,12.1,16.06,0
24,169.1,64.1,22.42,0
81,143.0,47.7,23.33,1
65,161.7,56.6,21.65,1
70,148.9,71.4,32.2,0
51,156.0,63.9,26.26,0
42,172.8,63.9,21.4,0
70,157.2,55.7,22.54,0
90,148.1,46.3,21.11,1
51,148.1,59.7,27.22,1
13,146.2,47.7,22.32,0
61,161.5,69.8,26.76,1
72,160.5,53.4,20.73,1
50,166.3,76.0,27.48,1
57,150.8,65.2,28.67,1
81,154.2,61.2,25.74,0
35,166.4,61.9,22.36,0
31,177.5,63.2,20.06,0
90,147.1,48.8,22.55,0
24,161.4,56.5,21.69,1
39,163.8,56.8,21.17,1
2,76.4,4.0,6.85,1
32,167.8,70.4,25.0,0
70,146.3,58.7,27.43,1
51,162.2,77.8,29.57,1
18,165.1,68.4,25.09,0
4,78.7,7.5,12.11,1
65,156.7,65.0,26.47,1
8,114.6,17.5,13.33,1
3,93.0,13.6,15.72,0
50,164.1,67.6,25.1,1
86,137.8,58.0,30.54,0
35,166.0,58.0,21.05,1
10,130.1,35.3,20.86,0
7,114.7,21.1,16.04,0
13,145.9,44.8,21.05,1
7,121.3,18.5,12.57,1
36,157.0,75.0,30.43,1
40,175.1,72.3,23.58,0
10,123.5,17.5,11.47,1
64,159.6,59.1,23.2,1
18,156.5,57.4,23.44,0
9,115.0,16.8,12.7,1
2,72.2,11.4,21.87,0
46,155.0,65.9,27.43,0
59,172.2,70.7,23.84,0
92,152.4,44.3,19.07,0
20,156.5,57.8,23.6,1
48,169.7,65.4,22.71,0
2,80.6,7.4,11.39,1
3,82.0,8.0,11.9,1
5,96.0,11.4,12.37,1
44,179.4,64.9,20.17,0
4,100.2,15.6,15.54,0
19,163.4,51.1,19.14,1
44,160.0,87.6,34.22,0
95,139.7,51.2,26.23,1
11,139.8,32.7,16.73,0
2,85.0,7.4,10.24,1
35,170.1,68.0,23.5,0
75,153.3,57.9,24.64,1
93,156.5,44.1,18.01,0
36,165.7,66.9,24.37,1
53,159.9,62.4,24.41,0
70,158.0,60.1,24.07,1
28,166.1,57.8,20.95,0
7,96.7,12.0,12.83,1
44,167.5,60.9,21.71,1
37,177.8,69.8,22.08,1
9,120.0,16.7,11.6,1
74,151.3,71.2,31.1,0
1,75.5,4.0,7.02,1
52,162.1,91.1,34.67,0
4,104.0,10.2,9.43,1
4,81.4,6.4,9.66,1
63,146.0,60.9,28.57,1
44,158.0,63.6,25.48,0
95,143.1,47.0,22.95,0
13,145.5,53.1,25.08,0
74,157.2,65.9,26.67,1
7,117.0,17.6,12.86,0
64,161.5,54.1,20.74,1
39,170.2,68.8,23.75,1
95,151.0,50.8,22.28,0
31,161.4,73.1,28.06,0
84,157.0,57.4,23.29,0
80,162.6,60.6,22.92,0
22,162.0,63.3,24.12,1
12,132.3,29.0,16.57,1
83,147.8,58.8,26.92,1
5,109.2,16.5,13.84,0
85,160.9,60.0,23.18,0
59,146.9,77.0,35.68,1
99,137.2,58.7,31.18,0
18,155.8,48.3,19.9,1
46,165.3,85.4,31.25,0
2,87.1,7.0,9.23,1
7,103.0,13.9,13.1,1
65,162.0,69.2,26.37,1
13,136.1,37.0,19.97,0
59,158.4,67.0,26.7,0
41,155.6,77.0,31.8,1
42,173.4,62.5,20.79,0
79,144.9,59.3,28.24,0
22,159.1,49.3,19.48,1
81,145.4,48.1,22.75,0
81,138.8,64.6,33.53,1
16,141.5,42.5,21.23,1
18,159.5,44.6,17.53,1
2,82.5,6.9,10.14,1
26,173.6,77.8,25.82,0
17,156.0,60.6,24.9,0
40,165.7,62.8,22.87,0
66,157.0,64.5,26.17,1
18,152.4,58.7,25.27,1
75,141.0,69.3,34.86,1
7,120.8,25.7,17.61,0
1,66.7,4.0,8.99,1
100,134.0,41.3,23.0,0
14,156.5,34.4,14.05,1
17,160.0,62.2,24.3,0
99,147.2,45.8,21.14,0
75,140.6,58.7,29.69,1
37,168.2,66.7,23.58,1
4,103.4,14.1,13.19,0
50,155.4,76.0,31.47,0
18,155.2,49.1,20.38,1
22,167.6,57.3,20.4,0
42,181.1,87.3,26.62,0
33,160.9,75.6,29.2,0
60,161.6,81.7,31.29,0
62,156.5,73.7,30.09,1
18,159.9,66.7,26.09,0
88,145.9,66.1,31.05,0
26,170.2,56.7,19.57,0
88,153.7,46.3,19.6,0
19,158.8,53.3,21.14,0
4,83.3,13.4,19.31,0
26,164.4,63.1,23.35,1
61,165.4,81.6,29.83,0
57,155.4,67.0,27.74,1
83,146.3,60.9,28.45,1
33,170.8,73.7,25.26,1
10,135.1,31.2,17.09,0
16,155.6,57.3,23.67,1
64,170.6,64.9,22.3,0
42,171.0,79.1,27.05,0
21,162.9,60.7,22.87,0
31,164.7,65.0,23.96,1
88,139.3,54.4,28.03,1
32,174.4,74.3,24.43,0
8,119.8,18.5,12.89,1
99,138.4,47.3,24.69,1
44,155.9,79.4,32.67,0
24,168.2,59.5,21.03,0
51,168.3,77.2,27.26,0
52,177.5,83.1,26.38,0
15,143.3,34.3,16.7,1
